"블로그"	"즐겨 찾는 블로그가 있으신가요? 어떤 점이 마음에 드나요?"	"블로그 글 제목을 정할 때 가장 고민되는 점은 무엇인가요?"	"블로그를 운영한다면 어떤 주제를 가장 다뤄보고 싶으신가요?"
"유튜브"	"요즘 가장 자주 보는 유튜브 채널은 어떤 것인가요?"	"유튜브에서 평소에 어떤 주제의 영상을 주로 검색하시나요?"	"라이브 스트리밍 콘텐츠를 보는 걸 좋아하시나요?"
"메타버스"	"메타버스 안에서 현실과 다른 나만의 아바타를 만들 수 있다면, 어떤 모습으로 만들고 싶으신가요?"	"미래에 메타버스가 현실과 많이 연결된다면 어떤 점이 기대되시나요?"	"메타버스 안에서 가장 인상 깊었던 장소는 어디였나요?"
"평행우주"	"평행우주가 존재한다면 다른 나 자신은 어떤 삶을 살고 있을까요?"	"평행우주의 나와 만나면 가장 먼저 무슨 이야기를 해보고 싶으신가요?"	"평행우주 속 자신에게 한 가지 물건을 선물할 수 있다면 무엇을 주고 싶으신가요?"
"시간여행"	"시간여행을 할 수 있다면 과거와 미래 중 어느 쪽으로 가보고 싶으신가요?"	"시간여행을 할 때 가져가야 할 필수품이 있다면 무엇일까요?"	"시간여행에서 과거의 자신에게 한마디를 할 수 있다면 무슨 말을 해주고 싶으신가요?"
"공간이동"	"순간 이동할 수 있다면 지금 가장 가고 싶은 장소는 어디인가요?"	"공간이동으로 출퇴근 시간을 줄일 수 있다면 어떤 기분일까요?"	"공간이동 중 사고가 나면 어떤 일이 벌어질까요?"
"텔레포트"	"텔레포트를 쓸 수 있다면 가장 먼저 누구를 만나러 가고 싶으신가요?"	"텔레포트로 해외여행이 가능해지면 어떤 나라에 제일 먼저 가고 싶으신가요?"	"텔레포트가 가능한 세상이라면 공항은 어떻게 변할까요?"
"초능력"	"어떤 초능력을 가질 수 있다면 가장 갖고 싶은 능력은 무엇인가요?"	"만약 하루 동안 초능력을 사용할 수 있다면 무엇을 하실것인가요?"	"초능력을 가진 사람들이 사는 세상이라면 어떤 사회가 될까요?"
"마법"	"마법을 배울 수 있는 학교가 있다면 어떤 마법을 가장 배우고 싶으신가요?"	"마법을 쓸 수 있다면 일상에서 가장 먼저 어디에 활용하시겠어요?"	"마법 지팡이가 생긴다면 가장 먼저 어떤 주문을 외우고 싶으신가요?"
"SF"	"SF 영화나 소설 중 가장 인상 깊었던 작품은 무엇인가요?"	"SF 기술 중 하나를 현실로 만들 수 있다면 어떤 기술을 선택하시겠어요?"	"SF 속 인공지능과의 대화가 현실이 된다면 어떤 질문을 하고 싶으세요?"
"스릴러"	"스릴러 장르에서 긴장감을 최고로 끌어올리는 요소는 뭐라고 생각하시나요?"	"최근에 본 스릴러 영화 중 가장 예상치 못한 반전이 있었던 작품은 무엇인가요?"	"혹시 밤에 스릴러 영화 보는 걸 좋아하시나요?"
"로맨스"	"드라마 속 커플 중에 '이 둘은 진짜 완벽하다'고 느낀 사례가 있으신가요?"	"혹시 누군가에게 추천하고 싶은 달달한 로맨틱 코미디 영화가 있으신가요?"	"로맨틱한 분위기를 만들기 위해 가장 좋은 장소는 어디라고 생각하세요?"
"코미디"	"요즘 가장 많이 웃었던 코미디 영화나 프로그램이 있다면 어떤 거였나요?"	"가장 기억에 남는 웃긴 에피소드가 있었던 드라마나 영화는 무엇이었나요?"	"혹시 일상에서 겪은 웃긴 에피소드 중에 이야기하고 싶은 게 있으신가요?"
"액션"	"액션 영화 중에서 가장 멋진 액션 장면이 기억나는 작품은 무엇인가요?"	"혹시 액션 영화를 보면서 따라 하고 싶었던 장면이 있었나요?"	"특수효과와 실제 스턴트 중 어떤 액션 연출이 더 인상적인가요?"
"애니메이션"	"어릴 때 가장 좋아했던 애니메이션 캐릭터는 누구였나요?"	"애니메이션 영화와 시리즈 중 어느 쪽을 더 자주 보시나요?"	"최근에 본 애니메이션 중에서 가장 감동적인 장면이 있었던 작품은 무엇이었나요?"
"다큐멘터리"	"최근에 본 다큐멘터리 중에서 가장 흥미로웠던 주제가 무엇이었나요?"	"다큐멘터리를 통해 알게 된 새로운 사실 중에서 가장 놀라웠던 것은 무엇인가요?"	"혹시 다큐멘터리를 보면서 직접 현장에 가보고 싶다고 느낀 적이 있으신가요?"
"시사"	"최근 가장 화제가 된 뉴스 중에 관심이 갔던 이슈가 있었나요?"	"시사를 접할 때 텍스트, 동영상, 팟캐스트 중 어떤 형태를 선호하시나요?"	"최근의 시사 문제 중에서 본인이 꼭 바뀌었으면 하는 부분이 있었나요?"
"필라테스"	"필라테스를 통해 얻은 가장 큰 변화는 무엇인가요?"	"필라테스를 하면서 가장 도전했던 동작은 무엇인가요?"	"가장 좋아하는 필라테스 동작은 무엇인가요? 이유가 있나요?"
"헬스"	"헬스를 통해 달성하고 싶은 목표가 무엇인가요?"	"헬스를 할 때 가장 즐거운 부분은 무엇인가요?"	"가장 효과를 본 헬스 트레이닝은 무엇인가요?"
"조깅"	"조깅할 때 가장 선호하는 장소는 어디인가요?"	"조깅 중 인상 깊었던 풍경이 있나요?"	"조깅을 시작하게 된 계기가 무엇인가요?"
"농사"	"농사를 지으며 가장 보람 있었던 순간은 언제였나요?"	"농사를 통해 배우게 된 특별한 기술이나 지식이 있나요?"	"농사 중 가장 어려운 작업은 무엇이었나요?"
"원예"	"원예를 시작하게 된 계기가 무엇인가요?"	"원예 작업 중 어떤 식물에 더 관심이 가나요?"	"원예를 하며 얻은 유익한 팁이나 노하우가 있나요?"
"꽃꽂이"	"꽃꽂이 활동을 시작한 특별한 계기가 있나요?"	"가장 즐겁게 작업하는 꽃 종류가 있나요?"	"꽃꽂이를 할 때 가장 중요하게 생각하는 요소는 무엇인가요?"
"요리"	"요리를 하면서 가장 좋아하는 레시피는 무엇인가요?"	"요리 중 실패한 경험 중 기억에 남는 일이 있나요?"	"요리를 통해 배운 특별한 기술이나 팁이 있다면 무엇인가요?"
"제빵"	"제빵 중 가장 자신 있는 레시피는 무엇인가요?"	"제빵 중 가장 도전적인 레시피는 무엇인가요?"	"제빵 중 가장 좋아하는 재료는 무엇인가요?"
"제과"	"제과 활동에서 가장 자주 만드는 디저트는 무엇인가요?"	"제과 작업 중 가장 어려운 단계는 무엇인가요?"	"제과 작업 중 기억에 남는 성공적인 작품이 있나요?"
"바리스타"	"가장 좋아하는 커피 종류는 무엇인가요?"	"바리스타로 일하면서 가장 신기했던 커피가 무엇인가요?"	"커피 이외에 추천하는 음료가 있다면 무엇인가요?"
"소믈리에"	"와인에 관심을 갖게 된 특별한 계기가 있나요?"	"가장 좋아하는 와인은 무엇이며, 이유가 무엇인가요?"	"와인 관련해서 얻은 가장 유익한 정보나 팁이 무엇인가요?"
"조주"	"조주사로서 가장 신나는 순간은 언제인가요?"	"가장 잘 만드는 칵테일은 무엇인가요?"	"조주 작업 중 특별히 기억에 남는 주문이 있나요?"
"공예"	"어떤 종류의 공예가 가장 좋아하세요?"	"공예 작품 중에서 가장 마음에 드는 작품이 무엇인가요?"	"공예를 시작하게 된 계기가 무엇인가요?"
"도예"	"도자기를 만들 때 가장 신경 쓰는 부분이 무엇인가요?"	"도예를 배우기 시작한 계기가 무엇이었나요?"	"도예에서 가장 어려운 단계는 무엇인가요?"
"목공"	"목공을 할 때 가장 중요하게 생각하는 점은 무엇인가요?"	"목공을 시작하게 된 이유가 있나요?"	"목공에서 가장 자주 사용하는 나무는 무엇인가요?"
"뜨개질"	"가장 좋아하는 뜨개질 작품이 있나요?"	"뜨개질 중에 가장 도전적인 패턴이 무엇이었나요?"	"떠내려고 하는 작품이 있다면 어떤 것이 있나요?"
"스크랩북"	"스크랩북 작업에서 가장 신경 쓰는 부분은 무엇인가요?"	"스크랩북에 담고 싶은 추억이 있다면 어떤 것이 있나요?"	"스크랩북을 만들 때 가장 중요하게 여기는 요소는 무엇인가요?"
"피규어"	"가장 최근에 구입한 피규어는 무엇인가요?"	"피규어 수집의 매력은 무엇이라고 생각하시나요?"	"피규어 중에서 가장 마음에 드는 것은 어떤 것인가요?"
"인형"	"인형과 관련된 특별한 추억이 있으신가요?"	"가장 오래된 인형은 언제부터 소장하고 계신가요?"	"인형을 통해 배우고 싶은 문화나 역사적 배경이 있나요?"
"장난감"	"어린 시절 가장 좋아했던 장난감은 무엇이었나요?"	"장난감을 만들어본 경험이 있으신가요?"	"요즘 유행하는 장난감 중에서 어떤 것이 가장 흥미로우신가요?"
"롤플레잉"	"롤플레잉 게임에서 가장 좋아하는 요소는 무엇인가요?"	"롤플레잉 게임에서 플레이어로서 가장 중요한 것은 무엇이라고 생각하시나요?"	"롤플레잉 게임의 스토리를 어떤 방식으로 즐기시나요?"
"코스프레"	"도전했던 코스프레 의상은 무엇이었나요?"	"코스프레를 준비할 때 가장 중요한 요소는 무엇인가요?"	"코스프레로 인해 새롭게 알게 된 캐릭터나 세계관이 있으신가요?"
"메이크업"	"오늘 메이크업은 어떤 컨셉으로 하셨나요?"	"메이크업을 할 때 가장 중요하게 생각하는 부분이 무엇인가요?"	"메이크업을 통해 새로운 스타일을 시도해 본 적이 있으신가요?"
"헤어스타일"	"최근에 시도해 본 새로운 헤어스타일이 있나요?"	"머리 관리에 특별히 신경 쓰는 부분이 있나요?"	"헤어 제품 중에서 가장 애정하는 것이 무엇인가요?"
"네일아트"	"네일아트 디자인을 고를 때 어떤 요소를 가장 중요시하나요?"	"평소 즐겨 하는 네일아트 스타일이 있나요?"	"네일 컬러를 선택할 때 계절이나 트렌드에 영향을 받으시나요?"
"타투"	"첫 번째 타투는 언제 하셨요?"	"타투 디자인을 어떻게 선택했는지 공유해 주세요."	"타투를 결정할 때 어떤 영감을 받았으나요?"
"피어싱"	"가장 마음에 드는 피어싱은 무엇인가요?"	"피어싱 관리하는 팁을 알려주실 수 있나요?"	"어떤 장소에 피어싱을 더 추가하고 싶으신가요?"
"액세서리"	"가장 자주 착용하는 액세서리는 무엇인가요?"	"특별한 이벤트에 맞춰 착용하는 특별한 액세서리가 있나요?"	"다양한 액세서리를 조화롭게 착용하는 팁이 있나요?"
"보석"	"보석을 구매할 때 가장 중요하게 생각하는 요소는 무엇인가요?"	"보석 컬렉션 중에서 가장 특별한 것은 무엇인가요?"	"보석과 관련된 특별한 추억이 있나요?"
"시계"	"가장 애착이 가는 시계는 무엇인가요?"	"다양한 시계를 소장하면서 느낀 점이 있나요?"	"시계를 고를 때 중요한 요소는 무엇인가요?"
"가방"	"가장 좋아하는 가방 브랜드는 무엇인가요?"	"가방을 고를 때 어떤 기준이 가장 중요하다고 생각하시나요?"	"가방 관리 비법이 있다면 공유해 주세요."
"신발"	"신발 컬렉션 중에서 가장 특별한 것은 무엇인가요?"	"신발을 고를 때 어떤 점을 가장 중요하게 생각하나요?"	"새로운 트렌드에 따라 신발을 구매하나요?"
"모자"	"가장 애착이 가는 모자는 무엇인가요?"	"모자를 고를 때 어떤 스타일을 중점적으로 고려하시나요?"	"모자 관리 팁이 있으면 알려주세요."
"안경"	"가장 좋아하는 안경 스타일은 무엇인가요?"	"안경을 선택할 때 중요하게 생각하는 점은 무엇인가요?"	"안경을 착용하며 생긴 특별한 순간이 있나요?"
"선글라스"	"선글라스를 고를 때 어떤 요소를 가장 중시하나요?"	"날씨와 상황에 따라 선글라스를 어떻게 선택하시나요?"	"선글라스를 통해 어떤 룩을 완성하고 싶으신가요?"
"향수"	"가장 좋아하는 향수는 무엇인가요?"	"향수를 선택할 때 가장 중요하게 여기는 점은 무엇인가요?"	"향수와 관련된 특별한 추억이 있나요?"
"화장품"	"화장품 컬렉션 중에서 가장 좋아하는 제품은 무엇인가요?"	"화장품을 선택할 때 어떤 요소가 가장 중요하다고 생각하시나요?"	"메이크업에서 가장 자주 사용하는 제품은 무엇인가요?"
"스킨케어"	"가장 효과적인 스킨케어 루틴은 무엇인가요?"	"스킨케어 제품을 선택할 때 어떤 기준을 따르시나요?"	"스킨케어로 인해 달라진 피부 상태를 느끼신 적이 있나요?"
"마사지"	"최근에 받은 마사지 중 가장 기억에 남는 곳이 있다면 어디인가요?"	"마사지 받으면서 가장 시원했던 부위는 어디였나요?"	"마사지를 얼마나 자주 받으시나요?"
"스파"	"스파에서 가장 좋아하는 프로그램이나 서비스가 있다면 무엇인가요?"	"스파를 방문할 때 꼭 챙기는 필수품이 있나요?"	"최근에 다녀온 스파를 추천해주실 수 있나요?"
"사우나"	"사우나에서 가장 좋아하는 온도는 몇 도인가요?"	"사우나를 할 때 땀을 빼는 것 외에 다른 특별한 루틴이 있나요?"	"사우나에서 어떤 음료를 즐기시나요?"
"목욕"	"목욕을 할 때 꼭 사용하는 입욕제가 있다면 추천해주세요!"	"반신욕과 전신욕 중 어떤 걸 더 선호하시나요? 이유는요?"	"목욕하면서 듣기 좋은 음악이나 좋아하는 향이 있나요?"
"샤워"	"샤워할 때 주로 노래를 부르나요? 아니면 조용히 생각에 잠기나요?"	"아침 샤워와 저녁 샤워 중 어느 쪽이 더 개운한 느낌을 주나요?"	"갑자기 뜨거운 물이 안 나오는 샤워를 상상해본 적 있나요? 그럴 땐 어떻게 대처하실 건가요?"
"해몽"	"반복적으로 꾸는 꿈이 있다면, 어떤 의미일까요?"	"꿈에 나타난 상징적인 이미지가 해몽에서 어떤 의미를 가졌는지 궁금하네요."	"해몽에 대해 들었을 때, 딱 맞는다고 느낀 적이 있으신가요?"
"타로"	"타로 카드 점을 보면서 가장 인상 깊었던 메시지는 무엇이었나요?"	"타로를 볼 때 가장 흥미롭게 느껴지는 카드는 무엇인가요?"	"타로를 통해 얻은 조언이 실제로 도움된 경험이 있으신가요?"
"사주"	"사주를 볼 때 가장 놀라웠던 점이 무엇이었나요?"	"사주에서 나온 정보 중 가장 공감이 갔던 부분이 있다면요?"	"사주를 통해 인생의 방향성을 얻었다고 느낀 적이 있으신가요?"
"관상"	"관상은 타고나는 거라고들 하는데, 본인의 관상에 대해 들어본 적이 있나요?"	"관상가에게 상담받을 기회가 생긴다면 무엇을 가장 묻고 싶으세요?"	"관상으로 미래를 점칠 수 있다는 말, 믿으시는 편인가요?"
"손금"	"손금을 보면 인생의 흐름을 알 수 있다고 하던데, 본인의 손금 중 가장 독특한 부분은 어디인가요?"	"손금을 자세히 들여다보면 뭔가 신기한 패턴이나 무늬가 보이던데, 본인의 손금은 어떤가요?"	"손금을 믿는 편인가요? 아니면 그냥 재미로 보는 정도인가요?"
"운세"	"오늘 운세를 봤다면, 무슨 얘기가 나왔는지 기억하시나요?"	"운세를 볼 때 제일 중요하다고 생각하는 건 뭘까요? 사랑, 재물, 건강?"	"매년 새해에 한 해 운세를 보는 편인가요? 본다면 주로 어떤 방식으로 보세요?"
